parties_norm,parties_match,code,objectid,parties,archived,type,statusgrp,status,areaunit,layer_id,mapref,typeabb,part,layer_name,dtestart,areavalue,jurisdic,respoffice,name,region,summary,subtype,resources,stragreementconditionsjson,dtegranted,applno,typegroup,dtepegged,codeconcat,renewal,acccode,comments,interest,dteapplied,typecode,dteexpires,dterenewal,oldcode,resourcescd,operador,company,con_type,area_km,location,concession,operador_l,shape_leng,nomes,fc_id,objectid_1,source_name
"DH Mining Development, Co, Limitada","DH Mining Development, Co, Limitada",4955,1264429,"DH Mining Development Company, Lda",,Licença de Prospecção e Pesquisa,Extinto,Pedido Cancelado,Hectare,6,"NIASSA, MAUA, MAIACA, MAUA",,Parte 1,Todas Licenças Extinto,,10560,Moçambique,Maputo Cidade,4955L,,,,TOU,,2013-07-26,,Pesquisa,,4955 L,0,,,Pessoa Colectiva,2011-11-16,L,2018-07-26,,,TOU,,,,,,,,,,,,MZ
"HS Mining, Limitada","HS Mining, Limitada",4019,1264478,"HS Mining, Limitada",,Licença de Prospecção e Pesquisa,Extinto,Revogado,Hectare,6,"MANICA, MANICA, MACHIPANDA, MAVONDE",,Parte 1,Todas Licenças Extinto,,4000,Moçambique,Maputo Cidade,4019L,,,,AUM,,2011-08-15,,Pesquisa,,4019 L,0,,,Pessoa Colectiva,2010-10-29,L,2014-12-05,,,AUM,,,,,,,,,,,,MZ
"África Yuxiao Mining Development Company, Limitada","África Yuxiao Mining Development Company, Limitada",4919,1264434,"Africa Yuxiao Mining Development Company, Limitada",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectare,6,"ZAMBEZIA, NICOADALA, MAQUIVAL",,Parte 1,Todas Licenças Extinto,,21456.07,Moçambique,Maputo Cidade,4919L,,,,HSA,,2014-03-28,,Pesquisa,,4919 L,0,,"Rectificacao da accao, feita pela colega rita por falha da licensa esta accao deveria ser feita no 4914, cujo a data de sancionamento foi dia 28 de 10 2013,
Arsenio Mabote


Cancelamento por pedido de Cocessao Emergente de 4919",Pessoa Colectiva,2011-11-08,L,2019-03-28,,,HSA,,,,,,,,,,,,MZ
"Africa Great Wall Mining Development Co., Limitada","Africa Great Wall Mining Development Co., Limitada",7043,1264444,AFRICA GREAT WALL REAL ESTATE DEVELOPMENT CO. LDA. ,,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectare,6,"MAPUTO, MOAMBA, MOAMBA, SABIE",,Parte 1,Todas Licenças Extinto,,135.18,Moçambique,Maputo Cidade,,,,,SAN,,,,Pesquisa,,7043 L,,,,Pessoa Colectiva,2014-03-31,L,,,,SAN,,,,,,,,,,,,MZ
"China-Mozambique Cement & Mining Development. Company, Limitada","China-Mozambique Cement & Mining Development. Company, Limitada",4523,1264445,"China-Mozambique Cement Mining Development Company, Lda",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectare,6,"NAMPULA, MOSSURIL, MOSSURIL",,Parte 1,Todas Licenças Extinto,,888.67,Moçambique,Maputo Cidade,4523L,,,,LST,,2012-06-07,,Pesquisa,,4523 L,0,,,Pessoa Colectiva,2011-06-03,L,2017-06-07,,,LST,,,,,,,,,,,,MZ
"Companhia de Gemas Moçambique, Limitada","Companhia de Gemas Moçambique, Limitada",4958,1264450,Companhia de Gemas - Mocambique,,Certificado Mineiro,Extinto,Cancelado,Hectare,6,"NAMPULA, ANGOCHE, BOILA",,Parte 1,Todas Licenças Extinto,,500,Moçambique,Maputo Cidade,4958CM,,,,STO,,2014-04-02,,Exploração,,4958 CM,0,,,Pessoa Colectiva,2011-11-16,CM,2016-04-02,,,STO,,,,,,,,,,,,MZ
"Multi-Serviços, Limitada","Multi-Serviços, Limitada",4945,1264149,"Multi Servicos, Lda",,Certificado Mineiro,Pedido,Pedido,Hectare,2,"SOFALA, DONDO, DONDO",,Parte 1,Certificado Mineiro,,20,Moçambique,Maputo Cidade,4945CM,,,,SAN,,,,Exploração,,4945 CM,,,"No dia 29 de Setembro de 2014, contactado o Chefe do DRM-Iginho Sofala a proposito do Pedido da empresa Multi Serviços, Lda quanto ao ponto de situação da mesma desde a sua tramitação.",Pessoa Colectiva,2011-11-15,CM,,,,SAN,,,,,,,,,,,,MZ
"Arcádia Mineração, Limitada","Arcádia Mineração, Limitada",4431,1258331,"Arcadia Mineração, Limitada",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectares,3,"TETE, CAHORA_BASSA, CHITIMA",,Parte 1,Licença de Prospecção e Pesquisa,,14400,Moçambique,Maputo,4431L,,,,COA,,2011-10-06,,Pesquisa,,4431 L,0,,"Status updated to Em Vigor, as advised on list supplied to SD, by Elizabet Junior, 30 Mar 2012",Pessoa Colectiva,2011-10-06,L,2016-10-06,,,COA,,,,,,,,,,,,MZ
"Somi-Sociedade Moçambicana de Investimentos, S.A.","Somi-Sociedade Moçambicana de Investimentos, S.A.",5899,1259269,SOMI - Sociedade Moçambicana de Investimentos ,,Licença de Prospecção e Pesquisa,Pedido,Pedido,Hectares,3,"NAMPULA, LALAUA, METI; MALEMA, MALEMA",,Parte 1,Licença de Prospecção e Pesquisa,,23526.06,Moçambique,Nampula,,,,,"FE, NI",,,,Pesquisa,,5899 L,,,,Pessoa Colectiva,2012-11-13,L,,,,"FE, NI",,,,,,,,,,,,MZ
"Mineral Capital Moz, Limitada","Mineral Capital Moz, Limitada",1818,1260446,"Capitol Resources, Limitada",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"MANICA, BARUE, NHAMPASSA; GURO, GURO",,Parte 1,Licença de Prospecção e Pesquisa,,23267.79,Moçambique,Maputo Cidade,1818L,,,,"Metais Básicos, Metais Preciosos, Minerais Associados",,2008-02-06,,Pesquisa,,1818 L,1,,,Pessoa Colectiva,2007-03-05,L,2015-02-06,,,"BME, MI, PME",,,,,,,,,,,,MZ
"Sóareias, Limitada","Sóareias, Limitada",6875,1263277,"Soareias, Lda (0,00%)",,Certificado Mineiro,Pedido,Pedido,Hectare,2,"MAPUTO, MOAMBA, MOAMBA, SABIE",,Parte 1,Certificado Mineiro,,19.31,Moçambique,Maputo Cidade,,,,,SANC,,,,Exploração,,6875 CM,,,,Pessoa Colectiva,2014-01-06,CM,,,,SANC,,,,,,,,,,,,MZ
"China-Mozambique Cement & Mining Development. Company, Limitada","China-Mozambique Cement & Mining Development. Company, Limitada",4028,1261847,"China-Mozambique Cement Mining Development Company, Lda",,Licença de Prospecção e Pesquisa,Pedido,Atribuição Pendente,Hectares,3,"MAPUTO, MAGUDE, MAHELE, MAPULANGUENE",,Parte 1,Licença de Prospecção e Pesquisa,,13440,Moçambique,Maputo Cidade,4028L,,,,"LST, MI",,,,Pesquisa,,4028 L,0,,,Pessoa Colectiva,2010-11-01,L,,,,"LST, MI",,,,,,,,,,,,MZ
"Africa Great Wall Cement Manufacturer, Limitada","Africa Great Wall Cement Manufacturer, Limitada",3471,1262482,"Africa Great Wall Cement Manufacture, Lda",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectares,3,"INHAMBANE, MASSINGA, MASSINGA",,Parte 1,Licença de Prospecção e Pesquisa,,18720,Moçambique,Maputo Cidade,3471L,,,,LST,,2009-12-02,,Pesquisa,,3471 L,0,,,Pessoa Colectiva,2009-08-24,L,2014-12-02,,,LST,,,,,,,,,,,,MZ
Matuta Investimentos Limitada,Matuta Investimentos Limitada,4211,1264469,"MATUTA INVESTIMENTO, LIMITADA",,Licença de Prospecção e Pesquisa,Extinto,Pedido Cancelado,Hectare,6,"CABO_DELGADO, MONTEPUEZ, NAIROTO",,Parte 1,Todas Licenças Extinto,,16640,Moçambique,Maputo Cidade,4211L,,,,MNP,,,,Pesquisa,,4211 L,,,,Pessoa Colectiva,2011-01-03,L,,,,MNP,,,,,,,,,,,,MZ
Jiangxi Mozambique Mining CO.Limitada,Jiangxi Mozambique Mining CO.Limitada,2249,1263007,"Jiangxi Mozambique Mining Co, Lda",,Licença de Prospecção e Pesquisa,Em Vigor,Prorrogação Pendente,Hectare,3,"MANICA, GONDOLA, INCHOPE; SOFALA, NHAMATANDA, NHAMATANDA",,Parte 1,Licença de Prospecção e Pesquisa,,21520,Moçambique,Maputo Cidade,2249L,,,,"FE, MNP, NB, SN, TAL",,2008-03-13,,Pesquisa,,2249 L,0,,,Pessoa Colectiva,2007-09-24,L,2018-03-13,,,"FE, MNP, NB, SN, TAL",,,,,,,,,,,,MZ
"Mutarara Centre, Limitada","Mutarara Centre, Limitada",7030,1263668,"MUTARARA RESOURCES, LDA ",,Licença de Prospecção e Pesquisa,Pedido,Aprovação Pendente,Hectare,3,"ZAMBEZIA, MAGANJA_DA_COSTA, NANTE",,Parte 1,Licença de Prospecção e Pesquisa,,4547.97,Moçambique,Maputo Cidade,,,,,HSA,,,,Pesquisa,,7030 L,,,,Pessoa Colectiva,2014-03-28,L,,,,HSA,,,,,,,,,,,,MZ
"Bala Ussocoti, Limitada","Bala Ussocoti, Limitada",5067,1263959,"Bala Ussokoti, Lda",,Licença de Prospecção e Pesquisa,Pedido,Pedido,Hectare,3,"MAPUTO, NAMAACHA, CHANGALANE",,Parte 1,Licença de Prospecção e Pesquisa,,76.8,Moçambique,Maputo Cidade,5067L,,,,AGU,,2014-07-17,,Pesquisa,,5067 L,0,,,Pessoa Colectiva,2011-12-30,L,2014-07-17,,,AGU,,,,,,,,,,,,MZ
"PPI Consultoria e Serviços, Limitada","PPI Consultoria e Serviços, Limitada",3890,1264820,"PPI- Consultoria e Serviços, Lda.",,Certificado Mineiro,Em Vigor,Em Vigor,Hectare,2,"MAPUTO, MOAMBA, PESSENE",,Parte 1,Certificado Mineiro,,115.69,Moçambique,Maputo Cidade,3890CM,,,,SAB,,2015-01-14,,Exploração,,3890 CM,0,,,Pessoa Colectiva,2010-08-27,CM,2017-01-14,,,SAB,,,,,,,,,,,,MZ
"Bala Ussocoti, Limitada","Bala Ussocoti, Limitada",1870,1260488,"Bala Ussokoti, Lda",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectares,3,"TETE, ZUMBU, ZUMBU",,Parte 1,Licença de Prospecção e Pesquisa,,24120,Moçambique,Maputo Cidade,1870L,,,,"AU, PGM",,2007-08-22,,Pesquisa,,1870 L,1,,,Pessoa Colectiva,2007-03-12,L,2015-08-22,,,"AU, PGM",,,,,,,,,,,,MZ
"PPI Consultoria e Serviços, Limitada","PPI Consultoria e Serviços, Limitada",4029,1261848,"PPI- Consultoria e Serviços, Lda.",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectares,3,"NAMPULA, MOMA, CHALAUA",,Parte 1,Licença de Prospecção e Pesquisa,,280,Moçambique,Maputo Cidade,4029L,,,,"GEM, SEM",,2011-05-20,,Pesquisa,,4029 L,0,,,Pessoa Colectiva,2010-11-01,L,2016-05-20,,,"GEM, SEM",,,,,,,,,,,,MZ
"Africa Great Wall Cement Manufacturer, Limitada","Africa Great Wall Cement Manufacturer, Limitada",3525,1262486,"Africa Great Wall Cement Manufacture, Lda",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectares,3,"INHAMBANE, INHARRIME, INHARRIME; PANDA, PANDA",,Parte 1,Licença de Prospecção e Pesquisa,,2600,Moçambique,Maputo Cidade,3525L,,,,LST,,2010-02-22,,Pesquisa,,3525 L,0,,,Pessoa Colectiva,2009-11-18,L,2015-02-22,,,LST,,,,,,,,,,,,MZ
"China-Mozambique Cement & Mining Development. Company, Limitada","China-Mozambique Cement & Mining Development. Company, Limitada",5315,1263669,China-Mozambique Cement & Mining Development Co. Lda ,,Licença de Prospecção e Pesquisa,Pedido,Atribuição Pendente,Hectare,3,"TETE, MUTARARA, INHANGOMA; ZAMBEZIA, MOPEIA, MOPEIA; MORRUMBALA, MEGAZA",,Parte 1,Licença de Prospecção e Pesquisa,,6285.25,Moçambique,Maputo Cidade,,,,,LST,,2014-04-23,,Pesquisa,,5315 L,0,,,Pessoa Colectiva,2012-05-08,L,2019-04-23,,,LST,,,,,,,,,,,,MZ
"SPI - Gestão e Investimentos, S.A.R.L","SPI - Gestão e Investimentos, S.A.R.L",1249,1263963,"SPI - Gestão e Investimentos, SARL",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"NAMPULA, MONAPO, ITOCULO, MONAPO",,Parte 1,Licença de Prospecção e Pesquisa,,5960,Moçambique,Maputo Cidade,1249L,,,,PHO,,2007-05-10,,Pesquisa,,1249 L,1,,,Pessoa Colectiva,2005-10-18,L,2017-05-10,,,PHO,,,,,,,,,,,,MZ
"Zumbo & Indico Investimentos,Limitada","Zumbo & Indico Investimentos,Limitada",6593,1264415,"Zumbo - Índico Investimentos, Lda ",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"CABO_DELGADO, ANCUABE, ANCUABE, MESA",,Parte 1,Licença de Prospecção e Pesquisa,,1332.59,Moçambique,Maputo Cidade,,,,,GRP,,2014-09-23,,Pesquisa,,6593 L,0,,,Pessoa Colectiva,2013-09-12,L,2019-09-23,,,GRP,,,,,,,,,,,,MZ
"Astro Industrial, Limitada","Astro Industrial, Limitada",2952,1257988,"Astro Industrial, Lda",,Concessão Mineira,Extinto,Cancelado,Hectare,6,"MAPUTO, MARRACUENE, MARRACUENE",,Parte 1,Todas Licenças Extinto,,40,Moçambique,Maputo,2952C,,,,Areia Siliciosa,,,,Exploração,,2952 C,,,,Pessoa Colectiva,2008-06-26,C,,,,SSA,,,,,,,,,,,,MZ
"China-Mozambique Cement & Mining Development. Company, Limitada","China-Mozambique Cement & Mining Development. Company, Limitada",4993,1258523,China-Mozambique Cement & Mining Development Co. Lda,,Licença de Prospecção e Pesquisa,Pedido,Atribuição Pendente,Hectare,3,"NAMPULA, MOSSURIL, MATIBANE, MOSSURIL; NACALA-A-VELHA, NACALA-A-VELHA",,Parte 1,Licença de Prospecção e Pesquisa,,6920,Moçambique,Maputo Cidade,4993L,,,,CAU,,2012-09-10,,Pesquisa,,4993 L,0,,,Pessoa Colectiva,2011-11-22,L,2017-09-10,,,CAU,,,,,,,,,,,,MZ
"Erix, Limitada","Erix, Limitada",3279,1261487,"Erix, Lda",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectares,3,"NIASSA, LAGO, COBUE, LUHNO",,Parte 1,Licença de Prospecção e Pesquisa,,2200,Moçambique,Maputo Cidade,3279L,,,,AUM,,2009-07-29,,Pesquisa,,3279 L,0,,,Pessoa Colectiva,2008-12-02,L,2014-07-29,,,AUM,,,,,,,,,,,,MZ
"Escola de Condução Abc, Limitada","Escola de Condução Abc, Limitada",6449,1262732,"Escola de Conducao ABC, Lda ",,Licença de Prospecção e Pesquisa,Pedido,Oposição Pendente,Hectare,3,"NAMPULA, LALAUA, METI; MALEMA, CHIHULO",,Parte 1,Licença de Prospecção e Pesquisa,,16231.39,Moçambique,Maputo Cidade,,,,,GRP,,,,Pesquisa,,6449 L,,,,Pessoa Colectiva,2013-07-15,L,,,,GRP,,,,,,,,,,,,MZ
"Rovuma Resources, Limitada","Rovuma Resources, Limitada",1565,1263130,"Rovuma Resources, Lda",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"CABO_DELGADO, MONTEPUEZ, NAIROTO",,Parte 1,Licença de Prospecção e Pesquisa,,9700,Moçambique,Maputo Cidade,1565L,,,,"AU, CU, NI, PB, PT, ZN",,2007-01-03,,Pesquisa,,1565 L,2,,Revisão Licença Pendente,Pessoa Colectiva,2006-10-10,L,2015-01-03,,,"AU, CU, NI, PB, PT, ZN",,,,,,,,,,,,MZ
"Rovuma Mozambique, Limitada","Rovuma Mozambique, Limitada",5354,1263796,"ROVUMA MOZAMBIQUE, LIMITADA ",,Licença de Prospecção e Pesquisa,Pedido,Atribuição Pendente,Hectare,3,"NAMPULA, NACALA-A-VELHA, NACALA-A-VELHA",,Parte 1,Licença de Prospecção e Pesquisa,,455.48,Moçambique,Maputo Cidade,,,,,Pedra de Construção,,2014-05-23,,Pesquisa,,5354 L,0,,,Pessoa Colectiva,2012-05-09,L,2019-05-23,,,STO,,,,,,,,,,,,MZ
"Malilongwe Minerals, Limitada","Malilongwe Minerals, Limitada",5857,1264090,"Malilongwe Minerals, Lda ",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"TETE, MOATIZE, ZOBUE; TSANGANO, TSANGANO",,Parte 1,Licença de Prospecção e Pesquisa,,14304.45,Moçambique,Maputo Cidade,,,,,"BME, PME",,2014-08-06,,Pesquisa,,5857 L,0,,,Pessoa Colectiva,2012-10-10,L,2019-08-06,,,"BME, PME",,,,,,,,,,,,MZ
"Future Metal Mining Development.Co, Limitada","Future Metal Mining Development.Co, Limitada",6771,1264717,"Future Metal Mining Development CO., Lda (0,00%)",,Licença de Prospecção e Pesquisa,Pedido,Aprovação Pendente,Hectare,3,"TETE, MARAVIA, FINGOE",,Parte 1,Licença de Prospecção e Pesquisa,,8806.1,Moçambique,Maputo Cidade,,,,,FE,,,,Pesquisa,,6771 L,,,,Pessoa Colectiva,2013-11-15,L,,,,FE,,,,,,,,,,,,MZ
"Mine Services, Limitada","Mine Services, Limitada",4584,1258564,"Mine Services, Lda",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"ZAMBEZIA, ILE, MULEVALA",,Parte 1,Licença de Prospecção e Pesquisa,,1887.71,Moçambique,Maputo Cidade,4584L,,,,"MI, TAN",,2012-11-23,,Pesquisa,,4584 L,0,,,Pessoa Colectiva,2011-06-27,L,2017-11-23,,,"MI, TAN",,,,,,,,,,,,MZ
"Tarita Resources, Limitada","Tarita Resources, Limitada",5412,1259355,"Tarita Resources, Lda ",,Licença de Prospecção e Pesquisa,Pedido,Aprovação Pendente,Hectares,3,"NAMPULA, MALEMA, MALEMA; RIBAUE, IAPALA",,Parte 1,Licença de Prospecção e Pesquisa,,5620.27,Moçambique,Maputo Cidade,,,,,"CU, FE",,,,Pesquisa,,5412 L,,,,Pessoa Colectiva,2012-05-16,L,,,,"CU, FE",,,,,,,,,,,,MZ
"Shun Xin Yuan African Investment, Limitada","Shun Xin Yuan African Investment, Limitada",4295,1262012,"Shun Xin Yuan African Investment, Lda",,Licença de Prospecção e Pesquisa,Pedido,Atribuição Pendente,Hectares,3,"MANICA, MACOSSA, MACOSSA; SOFALA, GORONGOSA, NHAMADZE, VANDUZI",,Parte 1,Licença de Prospecção e Pesquisa,,19660,Moçambique,Maputo Cidade,4295L,,,,"AU, FE, MI",,2012-06-14,,Pesquisa,,4295 L,0,,,Pessoa Colectiva,2011-04-04,L,2017-06-14,,,"AU, FE, MI",,,,,,,,,,,,MZ
"Umoja Investimentos, Limitada","Umoja Investimentos, Limitada",6339,1263498,"UMOJA INVESTIMENTOS, LIMITADA ",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"GAZA, CHIBUTO, CHIBUTO, GODIDE, MALEHICE",,Parte 1,Licença de Prospecção e Pesquisa,,10093.06,Moçambique,Maputo Cidade,,,,,HSA,,2014-02-17,,Pesquisa,,6339 L,0,,,Pessoa Colectiva,2013-05-22,L,2019-02-17,,,HSA,,,,,,,,,,,,MZ
"Khensane Moçambique - Sociedade Unipessoal, Limitada","Khensane Moçambique - Sociedade Unipessoal, Limitada",6064,1263818,"Khensane Moçambique - Sociedade Unipessoal, Limitada ",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"CABO_DELGADO, MONTEPUEZ, MONTEPUEZ",,Parte 1,Licença de Prospecção e Pesquisa,,3142.93,Moçambique,Maputo Cidade,,,,,"AU, GAR, RUB, TOU",,2014-04-23,,Pesquisa,,6064 L,0,,,Pessoa Colectiva,2013-01-17,L,2019-04-23,,,"AU, GAR, RUB, TOU",,,,,,,,,,,,MZ
"MMC Resources, Limitada","MMC Resources, Limitada",6786,1264107,"MMC RESOURCES, LIMITADA (0,00%)",,Licença de Prospecção e Pesquisa,Pedido,Aprovação Pendente,Hectare,3,"TETE, ANGONIA, DOMUE; CHIUTA, KAZULA; MACANGA, FURANCUNGO; TSANGANO, TSANGANO",,Parte 1,Licença de Prospecção e Pesquisa,,17501.1,Moçambique,Maputo Cidade,,,,,AUM,,,,Pesquisa,,6786 L,,,,Pessoa Colectiva,2013-11-28,L,,,,AUM,,,,,,,,,,,,MZ
"Mawi Mining, Limitada","Mawi Mining, Limitada",2625,1261020,"Mawi Mining, Lda",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectare,6,"NIASSA, LAGO, COBUE",,Parte 1,Todas Licenças Extinto,,4400,Moçambique,Maputo Cidade,2625L,,,,Ouro e Minerais Associados,,,,Pesquisa,,2625 L,,,,Pessoa Colectiva,2008-03-20,L,,,,AUM,,,,,,,,,,,,MZ
Angy Minas Limitada,Angy Minas Limitada,2837,1264809,"Angy Minas, Lda ",,Licença de Prospecção e Pesquisa,Em Vigor,Em Vigor,Hectare,3,"ZAMBEZIA, GILE, ALTO LIGONHA, GILE",,Parte 1,Licença de Prospecção e Pesquisa,,3760,Moçambique,Maputo Cidade,2837L,,,,"AQU, BER, TAN, TOU",,2015-01-05,,Pesquisa,,2837 L,0,,,Pessoa Singular,2008-05-13,L,2020-01-05,,,"AQU, BER, TAN, TOU",,,,,,,,,,,,MZ
"África Consultoria e Projectos, Limitada - ACP","África Consultoria e Projectos, Limitada - ACP",3995,1258118,"África Consultoria e Projectos, Lda",,Licença de Reconhecimento,Extinto,Cancelado,Hectare,6,"NIASSA, LAGO, COBUE; SANGA, MACALOGE, MATCHEDJE",,Parte 1,Todas Licenças Extinto,,19680,Moçambique,Maputo,3995R,,,,Minerais Associados,,,,Pesquisa,,3995 R,,,,Pessoa Colectiva,2010-10-21,R,,,,MI,,,,,,,,,,,,MZ
"Ayleek Indústria, Limitada","Ayleek Indústria, Limitada",1595,1260290,"Ayleek Indústria, Limitada",,Licença de Prospecção e Pesquisa,Extinto,Revogado,Hectares,6,"NAMPULA, MOSSURIL, MATIBANE; NACALA, NACALA",,Parte 1,Todas Licenças Extinto,,1920,Moçambique,Maputo Cidade,1595L,,,,LST,,2007-01-05,,Pesquisa,,1595 L,,,,Pessoa Colectiva,2006-11-01,L,2012-01-05,,,LST,,,,,,,,,,,,MZ
"C.D.M. - Companhia de Desenvolvimento Mineiro, SARL","C.D.M. - Companhia de Desenvolvimento Mineiro, SARL",1597,1260292,"Grupo de Desenvolvimento Mineiro, Sarl",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"MAPUTO, NAMAACHA, NAMAACHA",,Parte 1,Todas Licenças Extinto,,1500,Moçambique,Maputo Cidade,1597L,,,,STO,,,,Pesquisa,,1597 L,,,,Pessoa Colectiva,2006-11-02,L,,,,STO,,,,,,,,,,,,MZ
"Kusseka Investimento, Limitada","Kusseka Investimento, Limitada",1600,1260295,"Kusseka Investimentos, Lda",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"TETE, CHIFUNDE, MUALADZE",,Parte 1,Todas Licenças Extinto,,9600,Moçambique,Maputo Cidade,1600L,,,,AUM,,,,Pesquisa,,1600 L,,,,Pessoa Colectiva,2006-11-03,L,,,,AUM,,,,,,,,,,,,MZ
"Investimentos Públicos Nacional, Limitada","Investimentos Públicos Nacional, Limitada",1609,1260298,"Investimentos Públicos Nacional, Limitada",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"MANICA, SUSSUNDENGA, ROTANDA",,Parte 1,Todas Licenças Extinto,,400,Moçambique,Maputo Cidade,1609L,,,,"AU, DIA",,,,Pesquisa,,1609 L,,,,Pessoa Colectiva,2006-11-14,L,,,,"AU, DIA",,,,,,,,,,,,MZ
"Investimentos Públicos Nacional, Limitada","Investimentos Públicos Nacional, Limitada",1610,1260299,"Investimentos Públicos Nacional, Limitada",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"MANICA, MOSSURIZE, CHIURAIRUE, ESPUNGABERA",,Parte 1,Todas Licenças Extinto,,1460,Moçambique,Maputo Cidade,1610L,,,,"AU, DIA",,,,Pesquisa,,1610 L,,,,Pessoa Colectiva,2006-11-14,L,,,,"AU, DIA",,,,,,,,,,,,MZ
"Investimentos Públicos Nacional, Limitada","Investimentos Públicos Nacional, Limitada",1611,1260300,"Investimentos Públicos Nacional, Limitada",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"MANICA, SUSSUNDENGA, ROTANDA",,Parte 1,Todas Licenças Extinto,,420,Moçambique,Maputo Cidade,1611L,,,,"AU, DIA",,,,Pesquisa,,1611 L,,,,Pessoa Colectiva,2006-11-14,L,,,,"AU, DIA",,,,,,,,,,,,MZ
"Lotterskrantz, Limitada","Lotterskrantz, Limitada",1613,1260302,"Lotterskzantz, Limitada",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"NAMPULA, RIBAUE, CUNLE, RIBAUE",,Parte 1,Todas Licenças Extinto,,15660,Moçambique,Maputo Cidade,1613L,,,,"MI, U",,2007-04-03,,Pesquisa,,1613 L,,,,Pessoa Colectiva,2006-11-14,L,2012-04-03,,,"MI, U",,,,,,,,,,,,MZ
"Lotterskrantz, Limitada","Lotterskrantz, Limitada",1614,1260303,"Lotterskzantz, Limitada",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"NAMPULA, MURRUPULA, NIHESSIUE; ZAMBEZIA, GILE, ALTO LIGONHA",,Parte 1,Todas Licenças Extinto,,14560,Moçambique,Maputo Cidade,1614L,,,,U,,2007-10-22,,Pesquisa,,1614 L,,,,Pessoa Colectiva,2006-11-14,L,2012-10-22,,,U,,,,,,,,,,,,MZ
"Lotterskrantz, Limitada","Lotterskrantz, Limitada",1615,1260304,"Lotterskzantz, Limitada",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"ZAMBEZIA, GURUE, LIOMA",,Parte 1,Todas Licenças Extinto,,15400,Moçambique,Maputo Cidade,1615L,,,,U,,2007-08-20,,Pesquisa,,1615 L,,,,Pessoa Colectiva,2006-11-14,L,2012-08-20,,,U,,,,,,,,,,,,MZ
"Lotterskrantz, Limitada","Lotterskrantz, Limitada",1616,1260305,"Lotterskzantz, Limitada",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"TETE, MARAVIA, MALOWERA",,Parte 1,Todas Licenças Extinto,,24000,Moçambique,Maputo Cidade,1616L,,,,U,,,,Pesquisa,,1616 L,,,,Pessoa Colectiva,2006-11-14,L,,,,U,,,,,,,,,,,,MZ
"Lotterskrantz, Limitada","Lotterskrantz, Limitada",1617,1260306,"Lotterskzantz, Limitada",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"NIASSA, CUAMBA, ETARARA; MECANHELAS, INSACA; ZAMBEZIA, GURUE, LIOMA; MILANGE, MOLUMBO",,Parte 1,Todas Licenças Extinto,,9360,Moçambique,Maputo Cidade,1617L,,,,U,,,,Pesquisa,,1617 L,,,,Pessoa Colectiva,2006-11-14,L,,,,U,,,,,,,,,,,,MZ
"Mozim Minas, Limitada","Mozim Minas, Limitada",1653,1260328,"Mozim Minas, Lda, João Calino Dengo Muhau",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"MANICA, MANICA, MESSICA; SUSSUNDENGA, ROTANDA",,Parte 1,Todas Licenças Extinto,,19640,Moçambique,Maputo Cidade,1653L,,,,DIA,,,,Pesquisa,,1653 L,,,,Pessoa Singular,2006-12-11,L,,,,DIA,,,,,,,,,,,,MZ
